artist,song,lyrics,flg
SUPER BEAVER,ひとこと,僕らが一言　言えるだけで　何かが変わるような気がする　ありがとう　ごめんね　愛してるよ　それくらいで笑顔が生まれる　　簡単だな　簡単だよ　難しくしてるのは自分だ　言えるだけで　僕らが　言えるだけで　楽しくなると思う　　好きな人を好きと言えたとき　嫌なものを嫌と言えたとき　僕は僕でいられると思う　あなたを大事にできると思う　小さな勇気が大きな変化で　臆病にもなるけど　ありがとう　ごめんね　愛してるよ　一言で　今を変えていける　　簡単だな　簡単だよ　難しくしてるのは自分だ　伸ばせたなら　この手を　差し出せたら　解り合えるのかもなあ　　好きな人に好きと言えなくて　嫌なものを嫌と言えなくて　僕は僕を好きになれなくて　あなたのことすら傷つけてた　望んでいない明日を見ていた　　好きな人を好きと言えたとき　嫌なものを嫌と言えたとき　僕は僕でいられると思う　あなたを大事にできると思う　小さな勇気が大きな変化で　臆病にもなるけど　ありがとう　ごめんね　愛してるよ　一言で　今を変えていける　僕らは　僕らを好きになれる　　あなたに一言　言えるだけで　何かが変わるような気がする　ありがとう　ごめんね　愛してるよ　それくらいで笑顔が生まれる,0
SUPER BEAVER,ひとつ,「いつか見た夢」と　振り返るのは簡単　「今も追いかけている」と　受け入れるのは困難　汗を垂らして　涙流して　必死な姿が　恥ずかしくなる　そんなときもあるから　　「いつかはきっと」期待するのは簡単　「いつか」をずっと　信じ続けるのは困難　挫折があって　否定があって　迷いになって　自分自身を疑うから　　だから　あなたがいて本当に良かった　「頑張れ、大丈夫だよ」根拠なんて無いくせに　だけど　あなたがいて本当に良かった　背負いたい　応えたい　思える人に出会えて良かった　　一人一つの人生を　自分のために生きる　そんな　大前提を理解して　一人一つの人生を　あなたと共に生きる　なんて　思えたとき　投げ出せない夢がある　変わりゆく夢もある　間違いはない　素敵だよ　ただ　疑うことなく　歩いて欲しい　　世間体や　前例だとか　とりあえず　それはそれとして　多分　本当に怖いのは　自分自身を否定すること　あなたがいて本当に良かった　僕は　あなたがいて本当に良かった　　一人一つの人生を　自分のために生きる　そんな　大前提を理解して　あなたが生きる人生を　僕も共に生きる　　一人一つの人生を　自分のために生きる　そんな　大前提を理解して　一人一つの人生を　あなたと共に生きる　なんて　思えたとき　投げ出せない夢がある　変わりゆく夢もある　間違いはない　素敵だよ　ただ　疑うことなく　歩いて欲しい　　投げ出せない夢がある　共に見たい「ひとつ」がある　間違いじゃない　必死でいい　もう　疑うことなく　歩いていく,0
SUPER BEAVER,人として,人は騙す　人は隠す　人はそれでも　それでも笑える　人は逃げる　人は責める　人はそれでも　それでも笑える　　あなたに嘘をついて　後悔をした　僕も騙されているかも　しれないけど　疑って　暴くよりも　嘘ついた人が気付いて　傷付いて　解るほうが　いいと思うんだ　　そうなんだよ　信じ続けるしかないじゃないか　愛し続けるしかないじゃないか　身に覚えのある失敗を　どうして指差せる？　受け止める以外はないじゃないか　愛し続けるしかないじゃないか　馬鹿だねって言われたって　カッコ悪い人にはなりたくないじゃないか　人として　人として　かっこよく生きていたいじゃないか　　僕は迷う　僕は悩む　だけど逃げたくないし　自分を棚に上げたくはないし　疲れるなあ　虚しいなあ　それでも　誰かのせいに　したく無いんだ　カッコ悪いから　　どうなんだよ　信じ続けるしかないじゃないか　愛し続けるしかないじゃないか　わかってるって　自分が一番可愛いなんて　誰だってそうだ　じゃあ　共に笑うにはさ　　そうなんだよ　信じ続けるしかないじゃないか　愛し続けるしかないじゃないか　身に覚えのある失敗を　どうして指差せる？　受け止める以外はないじゃないか　愛し続けるしかないじゃないか　馬鹿だねって言われたって　カッコ悪い人にはなりたくないじゃないか　人として　人として　かっこよく生きていたいじゃないか,1
SUPER BEAVER,ひとりで生きていたならば,ひとりで生きていたならば　こんな気持ちにならなかった　予想を遥か超えていく　嬉しさを知っているのさ　　生きることは　難しくて　何となくじゃ　居られないよ　こだわること　やめてしまえば　過去が嘘に変わる　　悔しくて　哀しくて　虚しくて　苛立つ夜は　それでも　愚痴では　明けやしない　理不尽でも　悔しくて　哀しくて　虚しくて　苛立つだけで　終わらせることが　何より　悔しいよな　　たった　ひとりで生きていたならば　こんな気持ちにならなかった　ひとりで生きていたならば　理不尽も許せたかもな　ひとりで生きていたならば　ひとりで生きていないから　悔しさ込み上げるほどの　「大切」に出会えたんじゃないか　こだわって生きると　今一度言い切るよ　原動力はずっとひとりで生きていないこと　　生きることは面白くて　予想外の連続で　これだからさやめられないな　唯一無二の話　　嬉しくて　嬉しくて　嬉しくて　嬉しい朝を　望むなら　愚痴は　飲み込んで　真っ直ぐに居よう　　自分自身を　諦めそうなときに　思い浮かぶ　人と　想いと記憶と　ともに　心の底から笑い合うんだ　それだけ　譲らずに　こだわっていくよ　　僕ひとりの話ならば　こんな気持ちにならなかった　僕ひとりの話ならば　いくつ誤魔化しても良かった　ひとりで生きていたならば　ひとりで生きていないから　予想を遥か超えていく　嬉しさを知っているのさ　　ひとりで生きていたならば　こんな気持ちになれなかった　ひとりで生きていたならば　理不尽も許せたかもな　ひとりで生きていたならば　ひとりで生きていないから　愛しさ込み上げるほどの　「大切」に出会えたんじゃないか　こだわって生きると　今一度　言い切るよ　原動力はずっと　ひとりで生きていないこと,1
SUPER BEAVER,ひなた,落ち込むくらいなら　期待しない　傷つくくらいなら　信じない　それで良かった　はずなのに　どうしてかなあ　笑えないや　無い物ねだりが　ちょうどよくて「どうせ」と　諦めるふりもした　触れてしまえば　大切になって　失くせなくなるって　わかってたから　　だけどもう　知ってしまった　想ってしまった　　未来に期待しないなんて　あなたを信じないなんて　寂しくてしかたない　どうせ　あなたといる場所があたたかい　傷ついても　傷つけたくない　自分に期待しないなんて　自分を信じないなんて　虚しくてつまらない　きっと　失くせない大切があるから　笑えるんだろう　日々は輝くのだろう　　悩みは　理想を映す鏡で　諦めれば　楽にもなるけど　それが嫌だった　はずなのに　どうしてかなあ　忘れるよなあ　　本当はもう　気づいているんでしょう　わかっているんでしょう　　どれだけ自分騙したって　頭から消えないくらいに　好きならばしかたない　どうせ　苦しい気持ちになるのならば　息切らして　走っていたい　自分に期待しないなんて　自分を信じないなんて　虚しくてつまらない　きっと　譲れない大切があるから　笑えるんだよ　涙の後にも　また　　陽がさせば　日陰ができるように　始まればいつか　終わるように　期待すれば　落ち込むこともあるし　信じれば　傷つくこともある　　だけどもう　知ってしまった　想ってしまった　　未来に期待しないなんて　あなたを信じないなんて　寂しくてしかたない　どうせ　あなたといる場所があたたかい　傷ついても　傷つけたくない　自分に期待しないなんて　自分を信じないなんて　虚しくてつまらない　きっと　失くせない大切があるから　笑えるんだろう　日々は輝くのだろう　　譲れない大切があるから　笑えるんだよ　涙の後にも　また,1
SUPER BEAVER,秘密,好きなこと　好きな人　大切にしてるこだわり　胸を張って口にする人は　とても楽しそうだよな　　好きなこと　好きな人　大切にしたいこだわり　誤魔化してしまうのは何でだろう　何故嘘までついちゃうの　　秘密にしている　理由が　確信のない不安ならば　僕らが望む未来は　それでも自分を信じられたその先で　　歓びに声を上げ叫ぶのは　幸せに手を叩き笑うのは　好きなこと　好きな人のことを　諦めなかったそんな瞬間だろう　歓びを分かち合うために　幸せを分かち合うそのために　ああ　自分自身のこと　誤魔化しちゃいけないんだ　好きなこと　好きな人　大切にしたいこだわり　胸を張って口にすることで　未来を照らすんだろうなあ　　秘密にしている　理由が　確信のない不安でもさ　あなたが望む未来があるのは　自分を信じられたその先で　　歓びに声を上げ叫ぶのは　幸せに手を叩き笑うのは　自分のこと　自分の好きなこと　諦めなかったそんな瞬間だろう　歓びを分かち合うために　幸せを分かち合うそのために　ああ　まずは自分のこと　愛せなきゃ　　歓びに声を上げ叫ぶのが　幸せに手を叩き笑うのが　好きなこと　好きな人のことを　諦めなかったそんな瞬間なら　歓びを分かち合うために　幸せを分かち合うそのために　ああ　自分自身のこと　誤魔化しちゃいけないんだ　好きなこと　好きな人　大切にしたいこだわり　胸を張って口にすることで　未来を照らすんだよなあ　教えてよ　あなたの秘密が　ちゃんと叶うようにさ,1
SUPER BEAVER,ファンファーレ,少年が　脇目も振らず　走り続けたその先で　目指していた　歓びに手が　届かなかったとして　愛しい人　支えたくなって　同じ未来を描いて　信じてたのに　心変わり　さよならは　突然で　　無駄だった　意味がなかった　そんなこと言わないで　懸けた時間に　価値をつけられるのは　あなただけ　　「もしも」の話こそ　意味はないさ　意味はないさ　無駄な事などないよ　なんて　僕も思わないけど　悔しさ　虚しさも　知るあなたは　知るあなたは　大丈夫　あの日より　強い人　強い人　　気付いたとき　特別ではない　自分に気付いてしまったとき　不安になるんだ　期待さえも　疎ましくなるくらい　　無駄だって　意味がないって　楽になるための口実だ　燃やす情熱に　価値をつけられるのは　あなただけ　　「もしも」の話には　夢はないさ　夢はないさ　楽なことと　楽しいことでは　まるっきり違う　心の痛みさえ　知るあなたは　知るあなたは　大丈夫　あの日より　優しい人　優しい人　　隣の芝生は青いんだ　これはもう仕方がないんだ　見劣りしてるだなんて　比べないで　落ち込まないで　過去に意味を見出せるのは　今を投げ出さなかったとき　簡単に愛想を尽かさないで　自分を諦めてしまわないで　　「もしも」の話こそ　意味はないさ　意味はないさ　無駄な事などないよ　なんて　僕も思わないけど　悔しさ　虚しさも　知るあなたは　知るあなたは　大丈夫　あの日より　強い人　強い人　　「もしも」の話には　夢はないさ　夢はないさ　楽なことと　楽しいことでは　まるっきり違う　心の痛みさえ　知るあなたは　知るあなたは　大丈夫　あの日より　優しい人　優しい人,1
SUPER BEAVER,ふがいない夜こそ,不甲斐ない夜こそ本当は出口だ　　不甲斐ない夜こそ本当は出口だ　惨めに“なる”より“させる”ほうが痛いんだ　不甲斐ない夜こそ本当は出口だ　バカになりきれない馬鹿じゃ痛いんだ　　人と違う人になりたくって　屁理屈で個性を見繕って　素晴らしき普通も見失って　迷い込んだ後悔の渦　愛想尽かされるのが怖くって　見栄張りの衣装で演じたって　本当の気持ちが伝わるはずないんだ　　「ごめんね」今さらでも　ちゃんと言わなくちゃ　「さようなら」今さらできない　好きな人　「わかって」なんて　言い訳はしないでよ　わかろうと　わかろうと　してくれたから泣いてるんだ　無駄な感傷に浸ってないで　空を見上げても変わらないって　恥と痛みとも向き合って　不甲斐ない夜こそ本当は出口だ　　特別な自分になりたくって　いつしか批評家気取りになって　それなのに同意が欲しいなんて　絵に描いたような平凡で　それを受け入れるのが怖くって　全て間違えたような気がして　本当の本当が溢れ出してしまうね　　笑いたい　たまに幸せを口に出して　笑いたい　互いの日々を讃え合うように　ねえなんで　始まりを忘れちゃうのだろう　伝えよう　伝えるべき人に　伝えよう　　「ごめんね」今さらでも　ちゃんと言わなくちゃ　「さようなら」今さらできない　好きな人　「わかって」なんて　言い訳はしないでよ　わかろうと　わかろうと　してくれたから泣いてるんだ　無駄な感傷に浸ってないで　空を見上げても変わらないって　愛と痛みとも向き合って　不甲斐ない夜こそ本当は出口だ,0
SUPER BEAVER,二つの旅路,相反する心で　毎日を追いかける　疑問符をつけた今日に　浮かぶあの日の僕ら　窓に映る月の夜も　望んだ少年時代　今の僕は太陽も　掴めてないね　　何かを捨てたって　手にすると決めていたのに　ほら　僕の手はさ　抱えたままで離さなくて　　たった二つの旅路の果て　差し伸べられた手の向こうに見える　それはきっと　僕らだけの　その日を　照らしだす地図　少年と大人の狭間で　刻まれた幾つもの約束が　ほら　いつの間にか　時を越えて　始まりになってたりするんだ　今　隣り合わせの　足跡二つで　一つの願い　探し続ける　　近すぎてぼやけた　心に合わすピント　僕の中に最大の　扉が隠れてる　　声を押し殺した　僕らに何か伝えるように　見上げればさ　あの日と同じ月があるよ　　そうだ 今は旅の途中で　例えば地図の端だとしても　ほら　僕にだって　君にだって　辿り着くべき場所がある　さよならを繰り返しながら　強さを増す絆に気付いた時に　その事実が　意味を持って　大切な一歩を生みだすんだ　今　隣り合わせの　足跡二つで　一つの記憶　作りあげてる　　隠した「本当」と　忘れることが出来ないこと　それぞれに挟まれて　ときには地図さえ　見失いもして　　あの日の少年は　それでも笑いかけるよ　手が塞がってるなら　抱えたままで 歩いていこうか　　どんな明日を望んでたって　眠りにつけば　朝が来るなんてこと　信じきった時にきっと　心は　バランスをなくす　少年と大人の狭間で　偽ることなど出来なかったものが　僕にとって　君にとって　軌跡の証になって　　たった二つの旅路の果て　誰が描くでもない　イメージ　それはまぎれもなく　僕らだけの　その日を　照らし出す地図　遥か彼方の「イマ」に立って　途切れた時は描き足していこう　いつの日にか　時を越えて　この日が始まりとなるように　今　隣り合わせの　足跡二つで　一つの願い　探し続ける,0
SUPER BEAVER,二人のこと,君の全ては知らなくて　僕の全ても知らないだろう？　その方がまた明日が　楽しみな気がするんだ　　今この目に映る景色に　君のマボロシを落とし込んだ　街は色を変え始めて　始まりを教えてくれる　たまに香る風は　少し懐かしくて　さっき手を振ったばかりの後ろ姿に　意味も無く会いたくなる　　何かが始まるとき　カウントダウンも　一緒に始まってるのだろう　そんな当たり前のことを　嘆くくらいなら　少しでも一秒でも　笑ってたいな　　君の全ては知らなくて　僕の全ても知らないだろう？　まだまだ未完成な　二人のカタチ　それでも　もう少しこのままで良いかな　未完成なままでも良いよな　その方がまた明日が　楽しみな気がするんだ　　ありふれたこのやりとりも　君がたまに見せる悲しい目も　最後には消えんなら　何も知らなけりゃ良かったかな　そんな風に思ってた僕も　君の前で　泣くことが出来るようになったんだよ　　始まりの合図は些細なことで　よくある日々の一欠片で　君と出逢って僕は　どんな“普通”でさえも　“特別”になり得ると思えたんだ　　君が歩んで来た道と　僕が歩んで来た道が　偶然混じってさ　一つの道になったから　君の今までを教えてよ　僕の今までも話すから　小さな奇跡が　また一つ生まれた　　もしも君に出逢わなければ　僕の世界に君はいなくて　きっとそれに気付くことも無いまま　別の世界で生きてたろう　　君の全ては知らなくて　僕の全ても知らないだろう？　まだまだ未完成な　二人のカタチ　それでも　もう少しこのままで良いかな　未完成なままでも良いよな　その方がまた明日が　楽しみな気がするんだ,0
SUPER BEAVER,ふらり,「他に何も要らない」　よく見りゃ紙一重の強さで　追い求めていたのは　結局は何だったんだろうね　　どんな幸せが　自分の幸せか　一度決めたら変えちゃいけない　そんな決まりはどこにもない　意志も　価値観も　歳を重ねていくんだぜ　　なりふり構ってしまう　それを　まさか弱さなんて　思わないで　護ることって　新たな強さだ　張り詰め過ぎないで　心が破れないように　吹く風に　はためくくらいが　愉快に思えたら　まだまだ初めての　歓びを呼び込めるのさ　　一人で食べるより　誰かと食べる方が　美味しいこと　そういうのを大事にしたい　根拠の有無なんてどうだっていい　　どんな生き方が　自分の生き方か　一度決めたら変えちゃいけない　そんな決まりはどこにもない　意志も　価値観も　歳を重ねてきたんだろう？　　なりふり構わないで　いざとなったら　護ること　もの　人　心の指針だ　張り詰め過ぎたって　怖い顔になるだけって　笑う門あたりに来るかもよ　　なりふり構ってしまう　それを　まさか弱さなんて　思わないで　護ることって　新たな強さだ　張り詰め過ぎないで　心が破れないように　吹く風に　はためくくらいが　愉快に思えたら　まだまだ初めての　歓びを呼び込めるのさ　　吹く風に　はためくくらいが　愉快に思えたら,0
SUPER BEAVER,へその緒,キスをしたその時　不意に思いました　そもそも人はなぜ　常に愛を求めてるんだと　　人を遡れば　プログラム通りに　うねって突き進む　ただの無機質　ミトコンドリア　　その時愛とかそれ以前に　感情さえもまだなかっただろう?　それなら俺はいつ学んだの?　喜怒哀楽や愛を　　きっと産まれる前に　繋がったへその緒から　酸素と混ざり合った　出し惜しみない母の愛情が届いて　全身巡り巡って　心ができあがって　そしてその瞬間に　今の俺ってやつが産声あげたのだろう　　だけど今の俺に　へその緒はないから　愛を探さないと　栄養不足、退化するんだ　　そもそもそれは　神様ってやつが用意した仕掛けかもしれない　誰もが愛を探すように　俺とお前が出会うように　　見事成功でした　神様にしてみれば　まさに思惑通り　めでたくお前という愛を見つけました　ようなそんなストーリー??　神様ありがとう。か?　なんかそれも違うな　仕掛じゃない“何か”ある気がしてるんだよ　　ずっと頭の中で　連想ゲームしてみたけど　結局その“何か”って　きっと生きてる限り解らないことだよ　でも、へその緒よりも　運命よりも確かに　俺とお前のことを　繋がりたいという気持ちが繋げるから,0
SUPER BEAVER,星になりゆく人,“最後に人は星になる”ってさ　そんな台詞を思い出すけど　見上げてもただ星があるだけ　昨日と同じ空を見ただけ　　移り行く毎日は　何処へと向かってるんだろう　始まれば終わること　それだけは知ってるけど　　笑われないように背伸びして　消えてしまう前に手放して　今を誰かのせいにしながら　退屈だなんて呟いてる　　今が変わらないのは　僕が変わらないから　本当はわかってるのに　昨日を繰り返した　　最後の最後の日に　これで僕は笑えるのか　シアワセだった　悔いなど無いと　精一杯に生きてきたってさ　最後の最後の日が　明日来たら笑えないんだ　それが今の僕なんだって　それが今の…　　笑われるほど泣いても良いんだよ　呆れるほど悔やんでも良いんだよ　それが背伸び無しの僕ならば　それが背伸び無しの君ならば　　どんな言葉が　僕の最後の一言だろう？　今はわからないけど　今はわからないけど　　最後の最後の日が　明日来たら笑えないんだ　それが今の僕なんだって　それが今の…　　最後の最後の日に　まだ未来を話せるような　描けるような　照らせるような　そんな人に　僕はなりたい　星になりゆく日々に　巡る思いを　命の声を　歌にしたんだ　伝えたいんだ　僕は僕に　そして大切な人に　　最後が今の　その続きなら　今の僕が　最後を作るんだよ,0
SUPER BEAVER,ほっといて,「損するより、得したい」は　別に何も悪くないよ　人の得や　歓びを　妬み　嫉むの　なんで　何か損した？　何か奪われました？　無関係が　暇つぶしで　人を追い込まないで　　ああ　嫌なことを　されてもなお　耐えるのは　許せるからじゃなくて　目には目をじゃ　同じになるだろう　それが許せないだけ　　ほっといて　損したくはないけど　たった　暇つぶしの　悪意ごとき　ニコニコしてあげたろう　ほっといて　人は見かけによらず　だけど　意地悪な人の心は　顔によく出ているね　ほっといて　ほっといて　構ってあげられるほど　暇じゃなくて　ごめんね　　後出し　手のひらを返し　覆水すら盆に返し　出鱈目を指摘しようと　出たら打たれる　それどころじゃない？　それとこれは違うかい？　遠くないよ　日常に潜んだズルは　いくつも　　ああ　嫌なことを　されてもなお　耐えるのは　許せるからじゃなくて　歯には歯をじゃ　同じになるだろう　それが許せないだけ　　ズルしたって構わない？　見られてなければ？　「たったそれくらい」が　積もり積もる心は　醜くなるだけ　　ほっといて　損したくはないけど　たった　暇つぶしの　悪意ごとき　ニコニコしてあげたろう　ほっといて　人は見かけによらず　だけど　意地悪な人の心は　顔によく出ているね　ほっといて　ほっといて　構ってあげられるほど　暇じゃなくて　ごめんね　　ほっといて　ほっといてあげるから,0
SUPER BEAVER,本音,何でもいいとか　別にどうでもいいとか　口癖みたいに　本音があるのに　否定されるダメージを　避けようとする　電波の中とか　噂話　小さな世界のバランス　どうでもいいのは　どれだ　　本音ばっか言ってたってきっと　嫌われてしまうだけだと　言うけど　嘘ばかりじゃさ　虚しいだけでしょう　捨ててしまえよ　　笑い声がただ　歓びだけであるように　食い違いに　心痛めても　大事な人であるなら　解り合うために　最後が「ごめん」であっても　それでも好きだと　許せたとき　笑える気がする　　本音ばっか言ってたってきっと　嫌われてしまうだけだと　言うけど　嘘で繋いだ　それは大切かい？　捨ててしまえよ　　守るべきものを　間違えないで　　笑い声がただ　歓びだけであるように　食い違いに　心痛めても　大事な人であるなら　解り合うために　最後が「ごめん」であっても　それでも好きだと　許せたとき　笑える気がする　　あなたと　僕とは　そうあり続けたい,0
SUPER BEAVER,home,たまに思うんだ　これで合ってるのかなとか　何色もの色持ち寄って　あらゆる出来事を想像しながら　皆で大きな絵を描いた日から　もう随分経ったけど　　弱音は吐けないと　浮かんでは消してた　君の顔　思い出す回数が多くなった　でも同じ数だけホッとするんだ　根拠のない「心配ないよ」　思わず吹き出したけど　　ただいまと言える場所が　あの日のまま僕を待ってるから　それだけで　何処までも行けるような　そんな気がするんだよ　　たまに思うんだ　別れが悲しいのはきっと　大きな意味を持った人と　出会えたという名によりの証拠で　こんな奇跡が　起こる得るなら　何だって出来ると　　弱音は吐かないよ　得意げに話してた君が　苦笑いしながらかけて来た電話　ほら同じようなこと考えてるんだ　何でも無い会話はきっと　僕らを導いていく　　ただいまと言える場所が　あの日のまま君を待ってるから　孤独だなんて　有り得ないよ　たまには帰ってくれば良いよ　　今見ればヘタクソで　少し照れくさいけど　不安を消したくて　夢中になって描いた未来は　今も僕を支え続けている　　おかえりと僕の事を　迎えてくれる人たちがいる　あぁ何を迷ってたんだ　いつまでも此処が　君が僕にとってhome　　僕は僕の選んだ今を　紡ぎ続けている　また会えるように　君といつか　変わらずあの日の笑顔のまま,0
SUPER BEAVER,僕の言葉,今一度声を嗄らして　響かせるよ響き渡らせるよ　　抱いた決意さえも　今は遠くのかなたに　胸をはった大きな夢も　かしぐ木のように不安で　　カーテンを開けてみた空に　星は一つも無いな　でも声を響かせるよ　今から君の名を呼ぶから　もし聞こえたなら　合図でもしてくれ　　今一度声を嗄らして　響かせるよ響き渡らせるよ　放たれた僕の言葉が　揺らぐ前に　もう一度言おう　君が僕のこと支えてるって　もっと大切に包んで話したい　　空をグレーに染めた　ここ何日かの雲が　嘘みたいに晴れた今日は　何故か昨日よりさびしく　　二人を繋いでいるものが　小さくてもいい　その数を増やしてこう　君に会いたいということを　伝えられるならこの先もずっと　　今一度声を嗄らして　響かせるよ響き渡らせるよ　君の名を一番上手に　呼べるのはさ　僕しかいない　こんな時間だけど会いにいくよ　笑顔で迎えてくれるかい？　　今一度声を嗄らして　響かせるよ響き渡らせるよ　放たれた僕の言葉が　揺らぐ前に　もう一度言おう　君が僕のこと支えてるって　もっと大切に包んで話したい,0
SUPER BEAVER,まごころ,唯一の正しさなど　どこにも無いのかもしれないなあ　掲げたその正義で　守りたいものは　何だろうね　　“知らない”　それは　自分の世界に　存在してはいないってこと　でもね　自分の世界だけでは　生きていないのが　この世界　ならば　　嗤うでもなくて　嗤われるでもなくて　笑い合うための　あなたと自分　奪うでもなくて　奪われるでもなくて　讃え合うための　あなたと自分　正しさよりも　優しさがいいな　知りたい　あなたを　もっと　　忘れてしまいがちな　目的と手段　その順番　時には声を荒げてまで　守るそれは　守るべきものかい　　知らない人に　名乗りもしないで　責めて　何が満たされるの　「誰もが皆　そうやっているから」何か違うと感じている　ならば　　誰かではなくて　あなたたちではなくて　産まれた時から　あなたで自分　比べるでもなくて　比べられるでもなくて　あなたはどうなの　どうしたいの　　不幸せになりたいなんて　そんな人はいないだろう　なのに他人の不幸でちょっと　楽になるなんてずるいよ　簡単じゃないし　甘くもない　目を瞑りたくなるけど　まごころのない　言葉は嘘だって　信じてみないかい？　　嗤うでもなくて　嗤われるでもなくて　笑い合うための　あなたと自分　奪うでもなくて　奪われるでもなくて　讃え合うための　あなたと自分　誰かではなくて　あなたたちではなくて　産まれた時から　あなたで自分　比べるでもなくて　比べられるでもなくて　あなたはどうなの　どうしたいの　正しさよりも　優しさがいいな　知りたい　あなたを　もっと　僕は　知りたい　あなたを　もっと,0
SUPER BEAVER,まだ,おはよう　昨日はごめんな　そうやって始まる朝は素敵だ　おやすみ　いい日だったな　そうやって眠れる夜は素敵だ　　また明日　笑って手を振る　そうやって目にする夕焼けは綺麗だ　ありがとう　笑って言えたな　そうやって終われる今日は素敵だ　　当たり前は失くして　失くして特別になるもの　馬鹿な僕は失くして　それが大切の意味と知った　　まだ　まだ　手を伸ばせば届く誰かと　ただ　ただ　まずは繋げる手を繋ごう　　あえて数えりゃ7:3で　嫌なことの方がきっと多い　だからと良いことは0かって　それはそれでやっぱ嘘だろう　大体においてそんなもん　ネガティブばかりが目に入る　呼吸じゃ足りない　好きでは足りない　足りない　　まだ　まだ　手を伸ばせば届く何かを　ただ　ただ　まずは失くさないように掴んでよ　まだ　まだ　手を伸ばせば届く誰かと　ただ　ただ　まずは繋げる手を繋ごう　　そして願いは明日へ,0
SUPER BEAVER,未だ見ぬ明日へ,選択肢はいつだって突然現れて　耳元で囁く「君次第なんだ」って　思うより幾つもあって　その数だけ迷うけど　今まで何処をどうやって　歩いて来たんだ?　飛び交っている情報が　全て正しいわけじゃない　重要なのは　何が重要か気付くこと　　貫く強さ　時には変化も　恐れぬ心　この手で掲げるんだ　　騙し続けた感情を　掠れた声で精一杯　「くだらない」と破り捨てそうになった　未だ見ぬ明日へ　放つ思いの行き着く先に　何がある？ 何を描いた？　隠しきれない本当を　誤魔化したのはいつだって　嘘と嘘と認められない自分で　そんな弱さを　愛せた時に　広がるのだろう　新しい世界がきっと　　変わり続ける現在地　果ての見えない毎日の　一体何処をどうやって　歩いて行こうか?　道なき未知に前例が　あるわけない　当たり前だ　踏み締める足元を　踏みならして行くんだろう　　後戻りなんて出来ない　したくもない　迷いも期待も　この手で掲げるんだ　　胸を叩いた感情が　生み出す日々の葛藤を　抱えながら　それでも朝を望んだ　未だ見ぬ明日へ　放つ思いが　暗闇に射す　一筋の光となって　自らがした選択を　信じきれない瞬間が　頭の隅　今でもまだあるとして　そんな弱さを　愛せた時に　見つけるのだろう　新しい世界をきっと　　飛び交う情報と　果てのない未来と　増える選択肢　心が望む方へ　　今に生きてる感情を　掠れた声で精一杯　「くだらない」と破り捨てそうになった　未だ見ぬ明日へ　放つ思いの行き着く先に　何がある？ 何を描いた？　隠しきれない本当が　胸を叩いた葛藤が　溢れ出した　涙に変わったとして　そんな弱さを愛せた時に 辿り着くだろう　新しい世界にきっと,0
SUPER BEAVER,まちがえた,まちがえた　まちがえた　なら　やり直すだけ　それでいい　まちがえた　まちがえた　もう　間違えなければいい　　ボタンをひとつ掛け違えて　あとで気がつく　情けなさも　最後まで聞かず　得意げに　早とちりで外す　後悔も　　偉い人が嘘をついた　許せないあれとは違うし　ため息のあと　吸い込んだら　何度でも　何度でも　　まちがえた　まちがえた　なら　やり直すだけ　それでいい　まちがえた　まちがえた　もう　間違えなければいい　まちがえて　まちがえて　また　新しい間違いもして　まちがえて　まちがえて　もう　間違えなければいい　　正しさをいくら口にしても　目の前では　泣いているのなら　本当にそれは正しいかなあ　もしかして、と　気がつきたいなあ　　偉い人が嘘をついて　卑怯者だと思うのなら　逃げずにちゃんと　謝らなきゃ　何度でも　何度でも　　まちがえた　まちがえた　なら　やり直すだけ　それでいい　まちがえた　まちがえた　間に合わなくなる前に　まちがえた　まちがえた　なら　やり直すだけ　それでいい　まちがえた　まちがえた　本当に間違える前に　　まちがえた　まちがえた　なら　やり直すだけ　それでいい　まちがえた　まちがえた　もう　間違えなければいい　まちがえて　まちがえて　また　新しい間違いもして　まちがえて　まちがえて　もう　間違えなければいい　　間に合わなくなる前に　本当に間違える前に,0
SUPER BEAVER,まっしろ,真っ白なその靴は　僕の背中を伸ばして　不安を消す　おまじないのように　自信を与えてくれた　大事な場面は当然で　雨の日も　泥道も　僕の行く道を共に　踏みしめて歩いてきた　　いつしか汚れが気になって　踵を潰すようになって　少しづつ　知らぬ間に　特別は　特別じゃなくなって　街で偶然目に止まった　お洒落で可愛いそれを　ついに手にとった僕は　きっと浮かれていたんだ　　主張しすぎることも無くて　どんな僕にも合わせて　思い出が多過ぎるから　捨てることも出来なくて　場面も道も選んで　気を遣うお気に入りは　ただの流行りものだって　頭では気がついてるのに　寂しがっているかもな　ああ　これは何の話だ　　靴擦れした踵さすって　休日に履いた白い靴　汚れは落ち切らずとも　何かが満たされる僕　街を行き交う人はみんな　何を思いながら今　それぞれの大切を　大切にしてるんだろう　　慣れ親しむほどに決まって　安心感に甘えて　雑になる　初めはもっと　大切にしていたのに　満たされると欲しがって　また満たされて思い出す　何が一番必要か　ずっと気づいてたのに　　主張しすぎることも無くて　どんな僕にも合わせて　俯いた僕の背中を　叩いてくれたのは誰　流行りすたりでは無くて　一生ものの信頼　ごめん　もっと大切に　大切にしなくちゃな　恥ずかしくなるよ　ごめん　ああ　これは何の話だ　　これからもよろしくね　ああ　これは何の話だ,0
